,prev_file,filename,cell_type,xmin,xmax,ymin,ymax
1784,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00100.jpg,127.jpg,RBC,32,116,191,281
889,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00348.jpg,62.jpg,RBC,288,375,84,191
3556,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00057.jpg,263.jpg,RBC,393,487,127,214
962,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00200.jpg,67.jpg,RBC,494,613,22,140
3393,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00242.jpg,252.jpg,RBC,531,640,309,415
3294,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00019.jpg,244.jpg,RBC,133,249,398,480
3672,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00002.jpg,272.jpg,RBC,385,523,98,198
422,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00295.jpg,32.jpg,Platelets,121,166,359,404
552,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,340,473,143,259
3812,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00143.jpg,282.jpg,Platelets,266,317,191,228
2332,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00244.jpg,169.jpg,RBC,32,140,157,248
4878,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00318.jpg,363.jpg,RBC,252,359,25,114
2583,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00403.jpg,186.jpg,RBC,234,361,84,187
1123,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00409.jpg,79.jpg,RBC,169,261,79,170
843,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00237.jpg,60.jpg,RBC,182,310,355,458
1191,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00404.jpg,83.jpg,RBC,1,93,364,468
4490,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00279.jpg,334.jpg,RBC,419,537,331,440
3678,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00002.jpg,272.jpg,RBC,306,415,293,409
3905,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00296.jpg,289.jpg,Platelets,355,394,350,385
2145,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00228.jpg,155.jpg,RBC,294,403,145,251
914,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,243,333,189,277
456,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00174.jpg,35.jpg,RBC,203,301,24,141
2515,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00391.jpg,181.jpg,RBC,472,565,33,149
2816,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00313.jpg,204.jpg,WBC,101,269,373,480
4152,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00204.jpg,310.jpg,RBC,429,528,65,164
961,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00200.jpg,67.jpg,RBC,248,362,307,410
2640,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00067.jpg,190.jpg,RBC,412,500,230,314
4879,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00318.jpg,363.jpg,RBC,466,577,325,446
176,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00388.jpg,14.jpg,RBC,394,504,38,130
1725,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00003.jpg,123.jpg,RBC,314,424,284,377
3213,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00343.jpg,238.jpg,RBC,484,613,195,303
787,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00367.jpg,56.jpg,RBC,436,539,258,355
933,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00095.jpg,65.jpg,RBC,516,633,256,363
1790,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00100.jpg,127.jpg,WBC,398,590,228,431
1687,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00323.jpg,120.jpg,RBC,66,173,1,111
3037,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00270.jpg,222.jpg,RBC,270,372,118,210
4859,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00106.jpg,362.jpg,RBC,82,214,1,79
1705,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,RBC,173,282,362,460
3287,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00149.jpg,243.jpg,WBC,58,207,55,206
3719,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00114.jpg,275.jpg,RBC,50,168,407,477
2573,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00364.jpg,185.jpg,RBC,538,640,214,290
1413,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00346.jpg,100.jpg,RBC,320,425,157,278
1595,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,262,354,419,480
1189,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00404.jpg,83.jpg,RBC,397,522,344,433
774,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00089.jpg,55.jpg,RBC,26,129,59,169
2194,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00086.jpg,160.jpg,RBC,269,387,368,467
1828,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00064.jpg,130.jpg,RBC,507,612,308,399
4275,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00282.jpg,320.jpg,RBC,218,321,265,377
490,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00113.jpg,37.jpg,RBC,299,404,265,369
2135,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00154.jpg,154.jpg,RBC,1,104,60,165
632,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00287.jpg,46.jpg,RBC,185,303,108,231
1544,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00396.jpg,108.jpg,RBC,539,640,402,480
1230,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00083.jpg,88.jpg,Platelets,429,482,16,65
1610,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00235.jpg,113.jpg,RBC,1,89,166,283
2435,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00338.jpg,176.jpg,RBC,346,455,212,316
4237,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00249.jpg,317.jpg,WBC,164,362,20,205
4170,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00332.jpg,311.jpg,RBC,518,627,173,283
2403,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,362,449,156,261
4598,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00407.jpg,342.jpg,RBC,470,553,122,205
2398,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,529,636,130,252
1200,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,RBC,40,137,369,479
277,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00377.jpg,22.jpg,RBC,174,274,138,233
670,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00040.jpg,48.jpg,Platelets,48,93,206,245
4706,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,25,160,368,477
1476,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00189.jpg,104.jpg,RBC,100,206,198,282
3567,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00298.jpg,264.jpg,RBC,352,455,207,312
562,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,463,551,172,263
1938,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00165.jpg,140.jpg,RBC,359,466,363,458
2170,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00260.jpg,158.jpg,RBC,45,146,88,180
2153,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00390.jpg,156.jpg,RBC,344,465,47,196
4699,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,448,580,67,177
3431,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00139.jpg,254.jpg,WBC,269,440,353,480
458,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00174.jpg,35.jpg,RBC,1,77,153,259
4631,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00190.jpg,344.jpg,RBC,161,272,302,409
1267,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00039.jpg,90.jpg,RBC,310,411,309,410
15,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00383.jpg,1.jpg,RBC,387,496,92,212
2849,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,11,91,261,360
734,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00168.jpg,53.jpg,RBC,6,106,276,370
3836,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00047.jpg,284.jpg,RBC,416,506,379,480
4035,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00208.jpg,300.jpg,RBC,266,365,320,420
549,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00333.jpg,41.jpg,Platelets,479,504,440,477
2831,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00361.jpg,205.jpg,RBC,225,321,223,310
439,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00226.jpg,34.jpg,RBC,146,237,409,480
3375,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00023.jpg,251.jpg,RBC,511,638,147,263
4357,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00167.jpg,325.jpg,RBC,304,405,97,202
393,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,RBC,225,328,358,457
2983,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00137.jpg,216.jpg,WBC,227,399,10,153
3921,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00278.jpg,290.jpg,WBC,318,487,318,480
809,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00042.jpg,57.jpg,RBC,463,563,384,480
502,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00290.jpg,38.jpg,RBC,395,504,14,124
3014,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00309.jpg,219.jpg,RBC,488,588,179,271
3551,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00032.jpg,262.jpg,RBC,50,172,238,342
3737,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00381.jpg,277.jpg,RBC,207,317,64,169
1742,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00402.jpg,124.jpg,RBC,508,614,148,251
3901,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00296.jpg,289.jpg,RBC,117,226,170,288
1688,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00142.jpg,121.jpg,RBC,335,466,54,163
1155,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00099.jpg,81.jpg,RBC,539,640,359,468
150,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,Platelets,51,100,176,211
2537,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00202.jpg,182.jpg,WBC,389,604,341,480
741,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00168.jpg,53.jpg,RBC,181,306,47,169
4458,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00077.jpg,332.jpg,RBC,1,87,312,412
4266,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00282.jpg,320.jpg,RBC,4,114,1,93
2372,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00193.jpg,172.jpg,RBC,159,258,300,399
4320,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,RBC,212,293,48,142
3170,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00187.jpg,234.jpg,RBC,401,495,57,168
765,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00014.jpg,54.jpg,RBC,525,618,70,176
1925,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00225.jpg,139.jpg,RBC,206,312,252,355
1823,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00064.jpg,130.jpg,RBC,393,494,343,429
567,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,106,213,22,120
3190,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00230.jpg,236.jpg,RBC,154,270,246,356
3731,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00267.jpg,276.jpg,Platelets,1,38,349,381
4868,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00106.jpg,362.jpg,RBC,95,190,99,202
2309,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00062.jpg,168.jpg,RBC,429,559,302,418
433,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00226.jpg,34.jpg,RBC,51,138,159,267
4614,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,RBC,376,438,171,253
2370,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00094.jpg,171.jpg,Platelets,460,500,347,393
3563,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00057.jpg,263.jpg,Platelets,513,549,401,440
4010,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00292.jpg,298.jpg,RBC,23,132,181,296
3189,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00205.jpg,235.jpg,WBC,150,337,238,426
317,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00375.jpg,25.jpg,RBC,183,270,297,391
4090,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00170.jpg,305.jpg,RBC,86,193,88,198
1759,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00222.jpg,125.jpg,Platelets,79,125,174,228
1461,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,WBC,193,408,1,123
2423,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00291.jpg,175.jpg,RBC,446,530,143,255
998,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00236.jpg,70.jpg,RBC,51,126,140,221
2485,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00125.jpg,179.jpg,RBC,201,303,355,469
2565,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00364.jpg,185.jpg,RBC,146,259,200,304
2638,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00067.jpg,190.jpg,RBC,537,640,131,235
2939,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00263.jpg,213.jpg,RBC,248,346,382,480
1054,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00079.jpg,75.jpg,RBC,447,549,322,416
3650,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00349.jpg,269.jpg,WBC,202,419,181,392
1015,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00172.jpg,71.jpg,RBC,445,565,253,352
2680,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00371.jpg,193.jpg,RBC,79,179,11,105
1151,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00099.jpg,81.jpg,RBC,115,226,214,332
2588,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00403.jpg,186.jpg,RBC,9,112,371,469
12,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00068.jpg,0.jpg,Platelets,322,356,110,147
325,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00375.jpg,25.jpg,RBC,429,531,160,247
4248,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00171.jpg,318.jpg,RBC,355,454,1,84
4712,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,424,581,163,278
2634,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00067.jpg,190.jpg,RBC,140,250,69,176
4332,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,RBC,19,129,70,186
1800,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00275.jpg,128.jpg,RBC,96,201,362,467
677,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00386.jpg,49.jpg,RBC,532,640,20,145
649,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00289.jpg,47.jpg,RBC,55,173,66,168
472,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00017.jpg,36.jpg,RBC,481,585,164,252
2346,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,513,633,1,98
798,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00042.jpg,57.jpg,RBC,545,639,187,313
2789,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,RBC,527,622,161,263
3249,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00124.jpg,240.jpg,WBC,295,490,292,447
4774,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00357.jpg,355.jpg,RBC,150,256,1,111
2179,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00334.jpg,159.jpg,RBC,131,272,100,213
2647,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00048.jpg,191.jpg,RBC,149,295,281,387
4785,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00360.jpg,356.jpg,RBC,220,334,377,479
2574,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00364.jpg,185.jpg,RBC,51,155,100,217
4329,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,RBC,517,638,57,148
682,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00386.jpg,49.jpg,RBC,115,241,307,405
2817,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00313.jpg,204.jpg,WBC,180,404,215,457
2018,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00044.jpg,147.jpg,RBC,207,315,59,166
1148,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00197.jpg,80.jpg,WBC,400,557,7,159
1221,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00266.jpg,86.jpg,WBC,2,187,247,440
230,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00288.jpg,19.jpg,RBC,43,152,179,274
1358,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00247.jpg,96.jpg,WBC,184,388,85,295
2988,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00294.jpg,217.jpg,RBC,115,215,18,108
1795,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00275.jpg,128.jpg,RBC,528,635,209,301
2935,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00263.jpg,213.jpg,RBC,1,79,315,401
2782,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00370.jpg,201.jpg,WBC,240,465,126,345
234,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00288.jpg,19.jpg,RBC,529,634,147,254
640,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00287.jpg,46.jpg,WBC,1,192,163,366
1971,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00166.jpg,143.jpg,RBC,494,578,357,466
2838,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00319.jpg,206.jpg,RBC,148,250,392,470
4292,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,RBC,504,607,97,185
2316,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00062.jpg,168.jpg,RBC,61,160,1,72
2531,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00202.jpg,182.jpg,RBC,264,371,238,360
2426,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00291.jpg,175.jpg,RBC,445,543,1,113
405,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00053.jpg,31.jpg,RBC,529,640,278,390
2959,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00320.jpg,214.jpg,RBC,254,344,28,122
2784,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,RBC,173,265,194,304
4116,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00008.jpg,307.jpg,RBC,316,422,43,141
2287,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00384.jpg,166.jpg,RBC,300,423,93,207
2313,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00062.jpg,168.jpg,RBC,372,466,1,98
3611,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00382.jpg,267.jpg,RBC,218,315,296,391
2074,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00206.jpg,150.jpg,RBC,93,198,1,95
66,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00299.jpg,5.jpg,RBC,204,311,82,190
4830,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00092.jpg,359.jpg,WBC,282,413,42,169
2049,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00028.jpg,148.jpg,RBC,553,639,362,480
3320,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00387.jpg,246.jpg,Platelets,167,206,355,391
2771,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00370.jpg,201.jpg,RBC,24,138,327,423
3641,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00349.jpg,269.jpg,RBC,194,303,348,462
3106,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00347.jpg,229.jpg,RBC,109,225,196,295
3164,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00227.jpg,233.jpg,RBC,8,113,309,403
2417,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,179,292,305,411
4733,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00192.jpg,352.jpg,RBC,538,640,340,443
4223,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00325.jpg,315.jpg,RBC,85,182,258,347
2532,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00202.jpg,182.jpg,RBC,203,321,318,409
49,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00385.jpg,4.jpg,RBC,86,169,143,231
3478,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00342.jpg,258.jpg,RBC,58,138,69,178
1961,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00308.jpg,142.jpg,RBC,269,366,54,155
1882,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00359.jpg,135.jpg,RBC,483,562,222,302
1244,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00083.jpg,88.jpg,RBC,358,478,398,480
1239,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00083.jpg,88.jpg,RBC,506,625,137,242
4186,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00021.jpg,313.jpg,Platelets,483,530,184,227
1591,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,199,293,337,440
2397,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,268,371,199,290
3150,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00164.jpg,232.jpg,RBC,532,639,151,268
64,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00385.jpg,4.jpg,Platelets,1,27,342,380
2455,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00015.jpg,177.jpg,RBC,1,134,396,480
2228,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00055.jpg,162.jpg,RBC,236,337,20,131
3579,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00156.jpg,265.jpg,RBC,105,195,245,362
4796,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00233.jpg,357.jpg,RBC,13,99,324,395
3462,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00078.jpg,257.jpg,RBC,400,504,247,345
2718,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00255.jpg,196.jpg,RBC,68,153,140,230
4392,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00212.jpg,328.jpg,RBC,183,319,40,156
3200,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00230.jpg,236.jpg,WBC,196,413,57,272
3833,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00047.jpg,284.jpg,RBC,110,226,25,117
4837,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00405.jpg,360.jpg,RBC,243,337,1,89
4658,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00261.jpg,346.jpg,RBC,162,274,65,175
4563,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00378.jpg,340.jpg,RBC,265,360,173,271
1596,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,1,94,77,180
489,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00113.jpg,37.jpg,RBC,365,485,151,268
3655,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00087.jpg,270.jpg,RBC,127,233,1,93
1983,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00065.jpg,144.jpg,RBC,33,133,127,234
375,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00274.jpg,29.jpg,RBC,511,617,209,315
4394,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00212.jpg,328.jpg,RBC,505,611,291,393
2257,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00408.jpg,163.jpg,Platelets,383,424,254,284
594,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00031.jpg,44.jpg,RBC,556,640,319,404
4210,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00198.jpg,314.jpg,RBC,164,267,127,239
1003,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00236.jpg,70.jpg,Platelets,577,618,417,455
349,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00091.jpg,27.jpg,RBC,185,294,138,236
4177,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00175.jpg,312.jpg,RBC,298,418,182,275
857,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00045.jpg,61.jpg,RBC,240,344,361,460
2706,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00132.jpg,195.jpg,RBC,379,496,22,133
4286,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,RBC,292,395,401,480
1907,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00217.jpg,136.jpg,RBC,106,221,18,125
71,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00299.jpg,5.jpg,RBC,1,102,299,410
2797,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,Platelets,37,72,166,203
1438,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00352.jpg,102.jpg,RBC,40,147,203,296
1217,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00266.jpg,86.jpg,RBC,380,466,12,103
1732,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00003.jpg,123.jpg,Platelets,335,370,268,299
1320,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00073.jpg,94.jpg,RBC,169,256,386,480
3103,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00177.jpg,228.jpg,Platelets,506,536,156,187
4021,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00081.jpg,299.jpg,RBC,493,597,98,194
4343,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00218.jpg,324.jpg,RBC,135,236,340,442
4371,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00043.jpg,326.jpg,RBC,17,144,330,428
2373,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00193.jpg,172.jpg,RBC,480,584,297,379
3242,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00124.jpg,240.jpg,RBC,360,463,126,237
